-1.9717	-0.0122801	
-1.97158	-0.00912322	
-1.97146	-0.00517089	
-1.97134	-0.00566676	
-1.97122	-0.00987109	
-1.9711	-0.0129556	
-1.97097	-0.0133263	
-1.97085	-0.0130045	
-1.97073	-0.0126984	
-1.97061	-0.0118278	
-1.97049	-0.011809	
-1.97037	-0.0138035	
-1.97024	-0.0147035	
-1.97012	-0.0111947	
-1.97	-0.00640083	
-1.96988	-0.00615642	
-1.96976	-0.00974897	
-1.96964	-0.0111523	
-1.96951	-0.00877874	
-1.96939	-0.00675171	
-1.96927	-0.00669564	
-1.96915	-0.00604095	
-1.96903	-0.00503804	
-1.96891	-0.00732269	
-1.96878	-0.0119948	
-1.96866	-0.0131952	
-1.96854	-0.0098379	
-1.96842	-0.00788587	
-1.9683	-0.0101857	
-1.96818	-0.012016	
-1.96806	-0.0101698	
-1.96793	-0.00836408	
-1.96781	-0.00926547	
-1.96769	-0.00921487	
-1.96757	-0.00634312	
-1.96745	-0.00599719	
-1.96733	-0.011087	
-1.9672	-0.0143105	
-1.96708	-0.00878194	
-1.96696	-0.000873996	
-1.96684	-0.00233459	
-1.96672	-0.0124405	
-1.9666	-0.0182603	
-1.96647	-0.0127627	
-1.96635	-0.00363507	
-1.96623	-0.0016658	
-1.96611	-0.00718581	
-1.96599	-0.0119098	
-1.96587	-0.0103203	
-1.96574	-0.00523973	
-1.96562	-0.00302279	
-1.9655	-0.00572698	
-1.96538	-0.00930981	
-1.96526	-0.00965445	
-1.96514	-0.00839289	
-1.96501	-0.00982772	
-1.96489	-0.013114	
-1.96477	-0.0127306	
-1.96465	-0.0079275	
-1.96453	-0.00563664	
-1.96441	-0.0102161	
-1.96428	-0.0156902	
-1.96416	-0.0140106	
-1.96404	-0.00725202	
-1.96392	-0.00469845	
-1.9638	-0.00950166	
-1.96368	-0.0151855	
-1.96355	-0.0155836	
-1.96343	-0.0119082	
-1.96331	-0.00834896	
-1.96319	-0.00594977	
-1.96307	-0.00387846	
-1.96295	-0.00320292	
-1.96282	-0.00581631	
-1.9627	-0.0109403	
-1.96258	-0.0154124	
-1.96246	-0.0171852	
-1.96234	-0.0167376	
