multiplet_name,peak_in_multiplet,position_ppm,height,width_hz,area,position_hz,gaussian_fraction
M5,4,4.3599,1.08,0.99,19.31,373.4399999999996,0.4608294930875576
M5,3,4.3854,0.47,1.13,9.82,388.7399999999993,0.4926108374384236
M5,1,4.4646,0.06,1.08,1.26,408.7399999999993,0.4545454545454545
M4,1,5.5991,11.52,1.41,285.98,428.7399999999993,0.4273504273504274
M3,29,7.2926,0.45,0.59,5.14,448.7399999999993,0.6097560975609756
M3,28,7.2948,1.05,0.83,17.74,450.05999999999904,0.7352941176470589
M3,27,7.2973,0.48,0.72,7.03,451.55999999999904,0.7352941176470589
M3,26,7.3007,0.48,0.89,7.68,453.599999999999,0.4504504504504505
M3,25,7.304,0.52,0.72,7.2,455.5799999999995,0.5681818181818182
M3,24,7.3071,3.23,1.08,72.41,457.43999999999915,0.8403361344537815
M3,23,7.3124,1.97,1.1,44.59,460.61999999999944,0.7575757575757576
M3,22,7.3172,0.73,0.5,6.55,463.49999999999864,0.4608294930875576
M3,21,7.32,4.98,1.67,169.69,465.1799999999989,0.7462686567164178
M3,20,7.326,1.94,1.81,74.02,468.7799999999984,0.9090909090909092
M3,19,7.3321,6.9,1.13,153.62,472.43999999999915,0.628930817610063
M3,18,7.3352,1.68,0.83,27.46,474.2999999999988,0.6172839506172839
M3,17,7.3492,5.39,1.23,137.89,482.69999999999936,0.819672131147541
M3,16,7.354,0.45,0.56,4.41,485.57999999999856,0.4184100418410042
M3,15,7.3586,1.14,1.12,24.42,488.3399999999988,0.5586592178770949
M3,14,7.3614,4.26,1.67,129.71,490.0199999999991,0.4716981132075471
M3,13,7.3705,1.59,1.16,37.02,495.4799999999991,0.6896551724137931
M3,12,7.3747,2.11,1.41,62.09,497.99999999999864,0.8403361344537815
M3,11,7.382,0.06,0.35,0.34,502.37999999999874,0.3333333333333333
M3,10,7.3863,0.55,1.05,11.48,504.9599999999987,0.6535947712418301
M3,9,7.3979,3.93,1.09,90.32,511.9199999999987,0.8849557522123894
M3,8,7.401,0.28,0.28,1.58,513.7799999999984,0.591715976331361
M3,7,7.4108,6.33,1.17,146.7,519.6599999999994,0.6369426751592357
M3,6,7.4206,0.8,0.89,14.01,525.5399999999995,0.6134969325153374
M3,5,7.4237,3.0,1.03,61.78,527.3999999999992,0.6578947368421053
M3,4,7.4343,0.95,1.42,25.78,533.7599999999989,0.5464480874316939
M3,3,7.4375,0.78,1.17,19.45,535.6799999999989,0.9523809523809524
M3,2,7.4416,0.06,0.36,0.36,538.139999999999,0.3333333333333333
M3,1,7.4479,0.94,1.94,33.26,541.9199999999987,0.4694835680751174
M2,5,7.789,0.16,0.33,0.86,561.9199999999987,0.3333333333333333
M2,4,7.7916,4.85,1.7,143.92,563.4799999999987,0.4219409282700421
M2,3,7.8028,2.93,1.12,69.12,570.1999999999989,0.8928571428571428
M2,2,7.8052,3.33,0.98,60.45,571.6399999999985,0.5076142131979695
M2,1,7.8076,0.92,0.5,7.81,573.079999999999,0.4048582995951417
M1,2,8.5706,1.29,1.05,25.57,593.079999999999,0.5319148936170213
M1,1,8.5735,0.89,0.46,7.06,594.8199999999979,0.4184100418410042
