-2.01495 -0.0958502 
-2.0147 -0.0191138 
-2.01446 0.033375 
-2.01422 -0.103303 
-2.01397 -0.00662393 
-2.01373 0.0055861 
-2.01348 0.0306799 
-2.01324 0.0121475 
-2.01299 0.160879 
-2.01275 0.0201719 
-2.0125 -0.0219826 
-2.01226 0.0173297 
-2.01201 -0.0144192 
-2.01177 0.0973496 
-2.01152 0.0592024 
-2.01128 0.0186683 
-2.01104 -0.0376688 
-2.01079 0.0608974 
-2.01055 -0.0281844 
-2.0103 -0.0241496 
-2.01006 -0.0520761 
-2.00981 0.00024811 
-2.00957 -0.00556216 
-2.00932 -0.052023 
-2.00908 -0.0446781 
-2.00883 -0.00894391 
-2.00859 -0.0647423 
-2.00835 0.014645 
-2.0081 -0.0633816 
-2.00786 0.00587844 
-2.00761 0.074586 
-2.00737 0.00785769 
-2.00712 0.0522643 
-2.00688 -0.0295414 
-2.00663 0.0542423 
-2.00639 -0.022309 
-2.00614 -0.0963982 
-2.0059 0.0307226 
-2.00565 -0.0458549 
-2.00541 0.0799689 
-2.00517 0.00713339 
-2.00492 -0.0969065 
-2.00468 -0.0740091 
-2.00443 0.104658 
-2.00419 0.0864687 
-2.00394 -0.021252 
-2.0037 -0.00955972 
-2.00345 -0.133867 
-2.00321 0.0567022 
-2.00296 0.0222189 
-2.00272 -0.107171 
-2.00247 -0.00148289 
-2.00223 0.0873572 
-2.00199 -0.0440402 
-2.00174 -0.0165428 
-2.0015 -0.0225927 
-2.00125 0.120273 
-2.00101 -0.0407672 
-2.00076 -0.0366875 
-2.00052 -0.0651588 
-2.00027 -0.000644477 
-2.00003 0.0844264 
-1.99978 -0.0337305 
-1.99954 0.0352463 
-1.99929 -0.0197685 
-1.99905 0.0430326 
-1.99881 0.028424 
-1.99856 0.0926886 
-1.99832 0.0139502 
-1.99807 0.0129222 
-1.99783 -0.0236272 
-1.99758 0.0780537 
-1.99734 0.111653 
-1.99709 0.00745107 
-1.99685 -0.0340027 
-1.9966 -0.0518595 
-1.99636 -0.0103575 
-1.99612 -0.00406796 
-1.99587 0.072192 
-1.99563 0.0583168 
-1.99538 -0.105779 
-1.99514 0.0553431 
-1.99489 0.0926792 
-1.99465 -0.0245942 
-1.9944 0.122461 
-1.99416 -0.0125251 
-1.99391 0.00282116 
-1.99367 0.0232299 
-1.99342 0.0222238 
-1.99318 -0.00461628 
-1.99294 0.0408644 
-1.99269 -0.029443 
-1.99245 -0.12546 
-1.9922 -0.0635677 
-1.99196 0.071268 
-1.99171 -0.0458701 
-1.99147 -0.125472 
-1.99122 0.0356047 
-1.99098 0.0577517 
-1.99073 0.0434747 
-1.99049 0.0606673 
-1.99024 0.0255986 
-1.99 -0.00601792 
-1.98976 0.0450648 
-1.98951 0.0211812 
-1.98927 -0.0163814 
-1.98902 -0.138125 
-1.98878 0.053831 
-1.98853 0.0956677 
-1.98829 0.0204791 
-1.98804 -0.0230671 
-1.9878 0.0216531 
-1.98755 0.0190936 
-1.98731 0.0374244 
-1.98706 0.02719 
-1.98682 -0.111456 
-1.98658 0.0478753 
-1.98633 0.0128716 
-1.98609 -0.00349032 
-1.98584 0.0146165 
-1.9856 0.0563824 
-1.98535 0.0817 
-1.98511 0.091433 
-1.98486 0.0649799 
-1.98462 -0.018599 
-1.98437 0.0234406 
-1.98413 -0.0993043 
-1.98388 0.0545537 
-1.98364 -0.0780157 
