-1.9717 -0.00307248 
-1.97158 0.000275216 
-1.97146 0.00477524 
-1.97134 0.00416089 
-1.97122 -0.000878229 
-1.9711 -0.00388194 
-1.97097 -0.00304312 
-1.97085 -0.00193316 
-1.97073 -0.00169129 
-1.97061 -0.000729525 
-1.97049 -0.000370894 
-1.97037 -0.00271525 
-1.97024 -0.00467082 
-1.97012 -0.00206137 
-1.97 0.0021933 
-1.96988 0.00209435 
-1.96976 -0.0010837 
-1.96964 -0.000971158 
-1.96951 0.00261133 
-1.96939 0.00337852 
-1.96927 -0.000494939 
-1.96915 -0.00345701 
-1.96903 -0.00152511 
-1.96891 0.00274715 
-1.96878 0.00518696 
-1.96866 0.0042548 
-1.96854 0.000184485 
-1.96842 -0.00509302 
-1.9683 -0.00771045 
-1.96818 -0.00613881 
-1.96806 -0.00405072 
-1.96793 -0.00436697 
-1.96781 -0.00377504 
-1.96769 0.000848732 
-1.96757 0.00466774 
-1.96745 0.00171406 
-1.96733 -0.00380934 
-1.9672 -0.00280057 
-1.96708 0.00388937 
-1.96696 0.00638225 
-1.96684 0.00156294 
-1.96672 -0.0027518 
-1.9666 -0.00146814 
-1.96647 0.000135378 
-1.96635 -0.00346719 
-1.96623 -0.00880805 
-1.96611 -0.00970176 
-1.96599 -0.00649728 
-1.96587 -0.00354639 
-1.96574 -0.00186547 
-1.96562 0.000393452 
-1.9655 0.00287339 
-1.96538 0.00311089 
-1.96526 0.000750731 
-1.96514 -0.00155915 
-1.96501 -0.00150199 
-1.96489 0.000312068 
-1.96477 0.00141656 
-1.96465 0.00068594 
-1.96453 -0.000200253 
-1.96441 0.000642557 
-1.96428 0.00200534 
-1.96416 0.00128233 
-1.96404 -0.00100693 
-1.96392 -0.00205561 
-1.9638 -0.0020847 
-1.96368 -0.00385966 
-1.96355 -0.00626505 
-1.96343 -0.004887 
-1.96331 -0.000982491 
-1.96319 -0.00205357 
-1.96307 -0.00936204 
-1.96295 -0.0131305 
-1.96282 -0.00655703 
-1.9627 0.00303774 
-1.96258 0.00517049 
-1.96246 0.00139953 
-1.96234 5.77177e-05 
-1.96222 0.00163272 
-1.96209 0.000523197 
-1.96197 -0.00255679 
-1.96185 -0.00171502 
-1.96173 0.00232067 
-1.96161 0.00278587 
-1.96149 -0.00108485 
-1.96136 -0.00299069 
-1.96124 -0.000817557 
-1.96112 0.000879901 
-1.961 0.000339559 
-1.96088 0.000915003 
-1.96076 0.0027206 
-1.96064 0.00146152 
-1.96051 -0.00241889 
-1.96039 -0.00260889 
-1.96027 0.00219389 
-1.96015 0.00486464 
-1.96003 0.00099688 
-1.95991 -0.00425403 
-1.95978 -0.00476868 
-1.95966 -0.00217941 
-1.95954 -0.00114063 
-1.95942 -0.001315 
-1.9593 0.00048053 
-1.95918 0.00346216 
-1.95905 0.00326856 
-1.95893 -0.00171702 
-1.95881 -0.00740801 
-1.95869 -0.0077707 
-1.95857 -0.0012967 
-1.95845 0.0061638 
-1.95832 0.00667493 
-1.9582 -0.0005444 
-1.95808 -0.00776115 
-1.95796 -0.00839394 
-1.95784 -0.00432501 
-1.95772 -0.000900309 
-1.95759 0.000508728 
-1.95747 0.000669135 
-1.95735 -0.00155378 
-1.95723 -0.00556095 
-1.95711 -0.00624548 
-1.95699 -0.00154802 
-1.95686 0.00213886 
-1.95674 -0.000331732 
-1.95662 -0.00312297 
-1.9565 0.00126856 
-1.95638 0.0080246 
-1.95626 0.00686013 
-1.95613 -0.000618471 
-1.95601 -0.00330547 
-1.95589 0.00107443 
-1.95577 0.00342554 
-1.95565 -0.000276193 
-1.95553 -0.00330831 
-1.9554 -0.00161988 
-1.95528 -0.000480432 
-1.95516 -0.00347482 
-1.95504 -0.00586627 
-1.95492 -0.00387672 
-1.9548 -0.00100064 
