4.00007	0.00590035	
4.00031	0.0128548	
4.00056	0.0178459	
4.0008	0.0101567	
4.00105	0.00348851	
4.00129	0.0112409	
4.00154	0.0194819	
4.00178	0.0110375	
4.00203	-0.00280536	
4.00227	-0.00181593	
4.00252	0.00910239	
4.00276	0.0118114	
4.003	0.00583432	
4.00325	0.00265382	
4.00349	0.00291647	
4.00374	0.00146771	
4.00398	0.00141176	
4.00423	0.00400895	
4.00447	0.00017331	
4.00472	-0.0107959	
4.00496	-0.0130476	
4.00521	-0.00193951	
4.00545	0.00264722	
4.0057	-0.00978423	
4.00594	-0.0182023	
4.00618	-0.00534142	
4.00643	0.0101085	
4.00667	0.0046384	
4.00692	-0.0095227	
4.00716	-0.00637215	
4.00741	0.00964487	
4.00765	0.0139347	
4.0079	0.00336111	
4.00814	-0.00335295	
4.00839	0.00157096	
4.00863	0.00884816	
4.00888	0.0129985	
4.00912	0.0167425	
4.00936	0.0192579	
4.00961	0.0174919	
4.00985	0.0137381	
4.0101	0.00987453	
4.01034	0.00328356	
4.01059	-0.00282474	
4.01083	0.000504752	
4.01108	0.00929241	
4.01132	0.00679705	
4.01157	-0.00836989	
4.01181	-0.0163076	
4.01205	-0.00864384	
4.0123	-0.00229698	
4.01254	-0.00767472	
4.01279	-0.0107076	
4.01303	-0.00287914	
4.01328	-0.000270911	
4.01352	-0.0121781	
4.01377	-0.0188152	
4.01401	-0.00441129	
4.01426	0.0131315	
4.0145	0.0115953	
4.01475	0.0003324	
4.01499	-0.000137303	
4.01523	0.00609519	
4.01548	0.00263522	
4.01572	-0.00777384	
4.01597	-0.0104635	
4.01621	-0.00463057	
4.01646	0.000161477	
4.0167	0.0013778	
4.01695	0.000130032	
4.01719	-0.00578657	
4.01744	-0.0114948	
4.01768	-0.00494479	
4.01793	0.0102695	
4.01817	0.0131571	
4.01841	-0.000883989	
4.01866	-0.00939906	
4.0189	-0.000399565	
4.01915	0.00756806	
4.01939	0.000477321	
4.01964	-0.00602517	
4.01988	0.00169865	
4.02013	0.0082546	
4.02037	-0.0006939	
4.02062	-0.00967962	
4.02086	-0.00295451	
4.02111	0.00389527	
4.02135	-0.00734862	
4.02159	-0.021243	
4.02184	-0.0141632	
4.02208	0.00400972	
4.02233	0.00725287	
4.02257	-0.00359409	
4.02282	-0.00790532	
4.02306	-0.00270875	
4.02331	-0.00187481	
4.02355	-0.00705454	
4.0238	-0.00778897	
4.02404	-0.00413618	
4.02428	-0.00496763	
4.02453	-0.0092574	
4.02477	-0.00907404	
4.02502	-0.00509048	
