-1.97134	0.0167137	
-1.97085	-0.00778748	
-1.97036	-0.0109595	
-1.96988	0.00825978	
-1.96939	0.0133886	
-1.9689	0.0108599	
-1.96842	-0.0205043	
-1.96793	-0.0176008	
-1.96744	0.00672293	
-1.96696	0.0253968	
-1.96647	0.000409977	
-1.96598	-0.0261205	
-1.9655	0.0113626	
-1.96501	-0.00613769	
-1.96452	-0.000926619	
-1.96404	-0.00415413	
-1.96355	-0.0251875	
-1.96306	-0.0375766	
-1.96258	0.0205581	
-1.96209	0.00196872	
-1.9616	0.011023	
-1.96112	0.00339872	
-1.96063	0.00572744	
-1.96014	0.0193386	
-1.95966	-0.00883449	
-1.95917	0.0137332	
-1.95868	-0.0311992	
-1.9582	-0.0022928	
-1.95771	-0.00371535	
-1.95722	-0.0223576	
-1.95674	-0.00144027	
-1.95625	0.027328	
-1.95577	0.0135901	
-1.95528	-0.00203219	
-1.95479	-0.0041112	
-1.95431	0.0199447	
-1.95382	0.0335361	
-1.95333	0.0100172	
-1.95285	0.0156847	
-1.95236	0.0213997	
-1.95187	-0.0202567	
-1.95139	0.00474001	
-1.9509	0.00878623	
-1.95041	0.00500998	
-1.94993	0.0072636	
-1.94944	0.0134924	
-1.94895	0.00578776	
-1.94847	0.0163981	
-1.94798	-0.0184731	
-1.94749	0.0138592	
-1.94701	0.00776812	
-1.94652	-0.0042675	
-1.94603	0.00922826	
-1.94555	-0.0125965	
-1.94506	-0.0286204	
-1.94457	0.0151109	
-1.94409	-0.00207219	
-1.9436	0.0129821	
-1.94311	0.0232161	
-1.94263	0.00651529	
-1.94214	-0.0029021	
-1.94166	0.0195089	
-1.94117	-0.00042523	
-1.94068	-0.013612	
-1.9402	0.0153907	
-1.93971	-5.90366e-05	
-1.93922	-0.012931	
-1.93874	0.00369491	
-1.93825	0.00405148	
-1.93776	-0.0396993	
-1.93728	0.0309969	
-1.93679	0.0063319	
-1.9363	0.0133981	
-1.93582	0.0199337	
-1.93533	0.00827187	
-1.93484	-0.0178587	
-1.93436	0.0204531	
-1.93387	0.0160931	
-1.93338	0.0188917	
-1.9329	-0.0205195	
-1.93241	-0.0206372	
-1.93192	0.0063321	
